state,district,per_capita_income,period_start
Bihar,Bhagalpur,31847.96,2024-06-01
Bihar,Bhagalpur,32108.2,2024-07-01
Bihar,Bhagalpur,32263.02,2024-08-01
Bihar,Bhagalpur,32652.73,2024-09-01
Bihar,Bhagalpur,32906.9,2024-10-01
Bihar,Bhagalpur,33034.58,2024-11-01
Bihar,Bhagalpur,33025.6,2024-12-01
Bihar,Bhagalpur,33289.49,2025-01-01
Bihar,Bhagalpur,33013.09,2025-02-01
Bihar,Bhagalpur,33271.41,2025-03-01
Bihar,Bhagalpur,33358.6,2025-04-01
Bihar,Bhagalpur,33153.96,2025-05-01
Bihar,Bhagalpur,33450.92,2025-06-01
Bihar,Bhagalpur,33999.53,2025-07-01
Bihar,Bhagalpur,34267.75,2025-08-01
Bihar,Bhagalpur,34336.53,2025-09-01
Bihar,Bhagalpur,34696.78,2025-10-01
Bihar,Bhagalpur,34904.5,2025-11-01
Bihar,Bhagalpur,34784.82,2025-12-01
Bihar,Bhagalpur,35090.8,2026-01-01
Bihar,Bhagalpur,34859.57,2026-02-01
Bihar,Darbhanga,22182.41,2023-01-01
Bihar,Darbhanga,21754.9,2023-02-01
Bihar,Darbhanga,22120.51,2023-03-01
Bihar,Darbhanga,21760.37,2023-04-01
Bihar,Darbhanga,22130.57,2023-05-01
Bihar,Darbhanga,21879.08,2023-06-01
Bihar,Darbhanga,22302.65,2023-07-01
Bihar,Darbhanga,22196.11,2023-08-01
Bihar,Darbhanga,22770.43,2023-09-01
Bihar,Darbhanga,22559.66,2023-10-01
Bihar,Darbhanga,22870.88,2023-11-01
Bihar,Darbhanga,23137.52,2023-12-01
Bihar,Darbhanga,22949.67,2024-01-01
Bihar,Darbhanga,23130.15,2024-02-01
Bihar,Darbhanga,22823.56,2024-03-01
Bihar,Darbhanga,22764.4,2024-04-01
Bihar,Darbhanga,22833.96,2024-05-01
Bihar,Darbhanga,22823.46,2024-06-01
Bihar,Darbhanga,23072.41,2024-07-01
Bihar,Darbhanga,23472.27,2024-08-01
Bihar,Darbhanga,23738.18,2024-09-01
Bihar,Darbhanga,23599.21,2024-10-01
Bihar,Darbhanga,23963.79,2024-11-01
Bihar,Darbhanga,23783.45,2024-12-01
Bihar,Darbhanga,24337.35,2025-01-01
Bihar,Darbhanga,24288.95,2025-02-01
Bihar,Darbhanga,24122.3,2025-03-01
Bihar,Darbhanga,24241.79,2025-04-01
Bihar,Darbhanga,24330.7,2025-05-01
Bihar,Darbhanga,24262.19,2025-06-01
Bihar,Darbhanga,24100.66,2025-07-01
Bihar,Darbhanga,24763.66,2025-08-01
Bihar,Darbhanga,24831.65,2025-09-01
Bihar,Darbhanga,24681.13,2025-10-01
Bihar,Darbhanga,25125.07,2025-11-01
Bihar,Darbhanga,25450.74,2025-12-01
Bihar,Darbhanga,25407.33,2026-01-01
Bihar,Darbhanga,25270.08,2026-02-01
Bihar,Gaya,17529.46,2023-01-01
Bihar,Gaya,17569.71,2023-02-01
Bihar,Gaya,17411.4,2023-03-01
Bihar,Gaya,17570.07,2023-04-01
Bihar,Gaya,17515.81,2023-05-01
Bihar,Gaya,17631.6,2023-06-01
Bihar,Gaya,17510.3,2023-07-01
Bihar,Gaya,17822.02,2023-08-01
Bihar,Gaya,17928.89,2023-09-01
Bihar,Gaya,17918.23,2023-10-01
Bihar,Gaya,18408.55,2023-11-01
Bihar,Gaya,18438.13,2023-12-01
Bihar,Gaya,18586.21,2024-01-01
Bihar,Gaya,18650.65,2024-02-01
Bihar,Gaya,18702.34,2024-03-01
Bihar,Gaya,18562.54,2024-04-01
Bihar,Gaya,18713.6,2024-05-01
Bihar,Gaya,18636.4,2024-06-01
Bihar,Gaya,18662.33,2024-07-01
Bihar,Gaya,18885.75,2024-08-01
Bihar,Gaya,19014.04,2024-09-01
Bihar,Gaya,19269.16,2024-10-01
Bihar,Gaya,19475.46,2024-11-01
Bihar,Gaya,19804.3,2024-12-01
Bihar,Gaya,19895.94,2025-01-01
Bihar,Gaya,19947.96,2025-02-01
Bihar,Gaya,19850.33,2025-03-01
Bihar,Gaya,19886.68,2025-04-01
Bihar,Gaya,19834.21,2025-05-01
Bihar,Gaya,19874.03,2025-06-01
Bihar,Gaya,20241.89,2025-07-01
Bihar,Gaya,20182.33,2025-08-01
Bihar,Gaya,20377.4,2025-09-01
Bihar,Gaya,20594.5,2025-10-01
Bihar,Gaya,20820.61,2025-11-01
Bihar,Gaya,21065.19,2025-12-01
Bihar,Gaya,21355.36,2026-01-01
Bihar,Gaya,21110.12,2026-02-01
Bihar,Muzaffarpur,26308.89,2023-01-01
Bihar,Muzaffarpur,26467.65,2023-02-01
Bihar,Muzaffarpur,26587.55,2023-03-01
Bihar,Muzaffarpur,26706.57,2023-04-01
Bihar,Muzaffarpur,27034.97,2023-05-01
Bihar,Muzaffarpur,26681.24,2023-06-01
Bihar,Muzaffarpur,27125.71,2023-07-01
Bihar,Muzaffarpur,27450.73,2023-08-01
Bihar,Muzaffarpur,27916.21,2023-09-01
Bihar,Muzaffarpur,27693.79,2023-10-01
Bihar,Muzaffarpur,28649.1,2023-11-01
Bihar,Muzaffarpur,28546.17,2023-12-01
Bihar,Muzaffarpur,28435.19,2024-01-01
Bihar,Muzaffarpur,29014.3,2024-02-01
Bihar,Muzaffarpur,29235.21,2024-03-01
Bihar,Muzaffarpur,28779.22,2024-04-01
Bihar,Muzaffarpur,29328.57,2024-05-01
Bihar,Muzaffarpur,28785.53,2024-06-01
Bihar,Muzaffarpur,29320.36,2024-07-01
Bihar,Muzaffarpur,29374.05,2024-08-01
Bihar,Muzaffarpur,29969.61,2024-09-01
Bihar,Muzaffarpur,30734.82,2024-10-01
Bihar,Muzaffarpur,30526.37,2024-11-01
Bihar,Muzaffarpur,30953.14,2024-12-01
Bihar,Muzaffarpur,31571.19,2025-01-01
Bihar,Muzaffarpur,30980.01,2025-02-01
Bihar,Muzaffarpur,31241.23,2025-03-01
Bihar,Muzaffarpur,31626.19,2025-04-01
Bihar,Muzaffarpur,31778.92,2025-05-01
Bihar,Muzaffarpur,32004.59,2025-06-01
Bihar,Muzaffarpur,31722.29,2025-07-01
Bihar,Muzaffarpur,32413.27,2025-08-01
Bihar,Muzaffarpur,32750.17,2025-09-01
Bihar,Muzaffarpur,32722.8,2025-10-01
Bihar,Muzaffarpur,33713.59,2025-11-01
Bihar,Muzaffarpur,34057.22,2025-12-01
Bihar,Muzaffarpur,33911.28,2026-01-01
Bihar,Muzaffarpur,33870.38,2026-02-01
Bihar,Patna,51225.88,2023-01-01
Bihar,Patna,51171.51,2023-02-01
Bihar,Patna,51389.44,2023-03-01
Bihar,Patna,51428.77,2023-04-01
Bihar,Patna,51480.52,2023-05-01
Bihar,Patna,51236.52,2023-06-01
Bihar,Patna,51852.31,2023-07-01
Bihar,Patna,52115.71,2023-08-01
Bihar,Patna,52522.11,2023-09-01
Bihar,Patna,52593.22,2023-10-01
Bihar,Patna,53025.8,2023-11-01
Bihar,Patna,53130.26,2023-12-01
Bihar,Patna,53907.52,2024-01-01
Bihar,Patna,54689.96,2024-02-01
Bihar,Patna,55207.88,2024-03-01
Bihar,Patna,55377.94,2024-04-01
Bihar,Patna,54529.62,2024-05-01
Bihar,Patna,54398.48,2024-06-01
Bihar,Patna,55669.02,2024-07-01
Bihar,Patna,54982.48,2024-08-01
Bihar,Patna,54919.96,2024-09-01
Bihar,Patna,55911.81,2024-10-01
Bihar,Patna,55796.23,2024-11-01
Bihar,Patna,56703.28,2024-12-01
Bihar,Patna,57325.23,2025-01-01
Bihar,Patna,57211.75,2025-02-01
Bihar,Patna,58308.24,2025-03-01
Bihar,Patna,57825.89,2025-04-01
Bihar,Patna,58973.64,2025-05-01
Bihar,Patna,58315.21,2025-06-01
Bihar,Patna,57971.26,2025-07-01
Bihar,Patna,58572.64,2025-08-01
Bihar,Patna,59248.85,2025-09-01
Bihar,Patna,58721.69,2025-10-01
Bihar,Patna,59920.9,2025-11-01
Bihar,Patna,60344.68,2025-12-01
Bihar,Patna,61233.02,2026-01-01
Bihar,Patna,61454.48,2026-02-01
Bihar,Saharsa,25194.76,2023-01-01
Bihar,Saharsa,25161.86,2023-02-01
Bihar,Saharsa,25271.65,2023-03-01
Bihar,Saharsa,24919.99,2023-04-01
Bihar,Saharsa,24952.88,2023-05-01
Bihar,Saharsa,24968.96,2023-06-01
Bihar,Saharsa,25285.59,2023-07-01
Bihar,Saharsa,25258.4,2023-08-01
Bihar,Saharsa,25717.3,2023-09-01
Bihar,Saharsa,25820.12,2023-10-01
Bihar,Saharsa,26436.57,2023-11-01
Bihar,Saharsa,26171.19,2023-12-01
Bihar,Saharsa,26726.39,2024-01-01
Bihar,Saharsa,26606.66,2024-02-01
Bihar,Saharsa,26521.33,2024-03-01
Bihar,Saharsa,26347.04,2024-04-01
Bihar,Saharsa,26635.58,2024-05-01
Bihar,Saharsa,26851.17,2024-06-01
Bihar,Saharsa,27071.22,2024-07-01
Bihar,Saharsa,27286.06,2024-08-01
Bihar,Saharsa,27101.06,2024-09-01
Bihar,Saharsa,27340.01,2024-10-01
Bihar,Saharsa,27615.62,2024-11-01
Bihar,Saharsa,27798.42,2024-12-01
Bihar,Saharsa,28133.15,2025-01-01
Bihar,Saharsa,27900.15,2025-02-01
Bihar,Saharsa,28037.11,2025-03-01
Bihar,Saharsa,28154.99,2025-04-01
Bihar,Saharsa,27829.39,2025-05-01
Bihar,Saharsa,28490.86,2025-06-01
Bihar,Saharsa,28154.34,2025-07-01
Bihar,Saharsa,28879.57,2025-08-01
Bihar,Saharsa,29173.23,2025-09-01
Bihar,Saharsa,28951.65,2025-10-01
Bihar,Saharsa,29312.43,2025-11-01
Bihar,Saharsa,29409.9,2025-12-01
Bihar,Saharsa,29442.23,2026-01-01
Bihar,Saharsa,29635.34,2026-02-01
Bihar,Saran,20964.45,2023-01-01
Bihar,Saran,21249.57,2023-02-01
Bihar,Saran,21248.31,2023-03-01
Bihar,Saran,21636.45,2023-04-01
Bihar,Saran,21878.71,2023-05-01
Bihar,Saran,22193.83,2023-06-01
Bihar,Saran,22060.2,2023-07-01
Bihar,Saran,22160.06,2023-08-01
Bihar,Saran,22133.75,2023-09-01
Bihar,Saran,22154.65,2023-10-01
Bihar,Saran,22421.21,2023-11-01
Bihar,Saran,22285.83,2023-12-01
Bihar,Saran,22454.49,2024-01-01
Bihar,Saran,22678.74,2024-02-01
Bihar,Saran,22814.56,2024-03-01
Bihar,Saran,23257.36,2024-04-01
Bihar,Saran,23366.36,2024-05-01
Bihar,Saran,23503.97,2024-06-01
Bihar,Saran,23477.71,2024-07-01
Bihar,Saran,23739.89,2024-08-01
Bihar,Saran,23752.05,2024-09-01
Bihar,Saran,23949.88,2024-10-01
Bihar,Saran,23715.89,2024-11-01
Bihar,Saran,23638.27,2024-12-01
Bihar,Saran,23914.8,2025-01-01
Bihar,Saran,24228.39,2025-02-01
Bihar,Saran,24293.16,2025-03-01
Bihar,Saran,24520.29,2025-04-01
Bihar,Saran,24797.09,2025-05-01
Bihar,Saran,25056.16,2025-06-01
Bihar,Saran,25271.21,2025-07-01
Bihar,Saran,25494.31,2025-08-01
Bihar,Saran,25452.6,2025-09-01
Bihar,Saran,25457.8,2025-10-01
Bihar,Saran,25328.95,2025-11-01
Bihar,Saran,25432.99,2025-12-01
Bihar,Saran,25625.72,2026-01-01
Bihar,Saran,25775.74,2026-02-01
Chhattisgarh,Bastar,33192.11,2023-01-01
Chhattisgarh,Bastar,33676.01,2023-02-01
Chhattisgarh,Bastar,33919.1,2023-03-01
Chhattisgarh,Bastar,34225.21,2023-04-01
Chhattisgarh,Bastar,33967.77,2023-05-01
Chhattisgarh,Bastar,34266.65,2023-06-01
Chhattisgarh,Bastar,34505.22,2023-07-01
Chhattisgarh,Bastar,34559.56,2023-08-01
Chhattisgarh,Bastar,34899.23,2023-09-01
Chhattisgarh,Bastar,35053.95,2023-10-01
Chhattisgarh,Bastar,35459.99,2023-11-01
Chhattisgarh,Bastar,35462.26,2023-12-01
Chhattisgarh,Bastar,35719.71,2024-01-01
Chhattisgarh,Bastar,36342.05,2024-02-01
Chhattisgarh,Bastar,36885.89,2024-03-01
Chhattisgarh,Bastar,36404.98,2024-04-01
Chhattisgarh,Bastar,36542.39,2024-05-01
Chhattisgarh,Bastar,36706.9,2024-06-01
Chhattisgarh,Bastar,36685.54,2024-07-01
Chhattisgarh,Bastar,37287.64,2024-08-01
Chhattisgarh,Bastar,36897.24,2024-09-01
Chhattisgarh,Bastar,38024.33,2024-10-01
Chhattisgarh,Bastar,38300.64,2024-11-01
Chhattisgarh,Bastar,38916.48,2024-12-01
Chhattisgarh,Bastar,38768.8,2025-01-01
Chhattisgarh,Bastar,39047.09,2025-02-01
Chhattisgarh,Bastar,39480.12,2025-03-01
Chhattisgarh,Bastar,39109.83,2025-04-01
Chhattisgarh,Bastar,39638.91,2025-05-01
Chhattisgarh,Bastar,39297.59,2025-06-01
Chhattisgarh,Bastar,40067.84,2025-07-01
Chhattisgarh,Bastar,40240.35,2025-08-01
Chhattisgarh,Bastar,40018.23,2025-09-01
Chhattisgarh,Bastar,40433.56,2025-10-01
Chhattisgarh,Bastar,41052.95,2025-11-01
Chhattisgarh,Bastar,41685.6,2025-12-01
Chhattisgarh,Bastar,42325.71,2026-01-01
Chhattisgarh,Bastar,41797.14,2026-02-01
Chhattisgarh,Bilaspur,51713.79,2023-01-01
Chhattisgarh,Bilaspur,52220.26,2023-02-01
Chhattisgarh,Bilaspur,52325.92,2023-03-01
Chhattisgarh,Bilaspur,53179.66,2023-04-01
Chhattisgarh,Bilaspur,53388.79,2023-05-01
Chhattisgarh,Bilaspur,54227.71,2023-06-01
Chhattisgarh,Bilaspur,54078.08,2023-07-01
Chhattisgarh,Bilaspur,54869.55,2023-08-01
Chhattisgarh,Bilaspur,54622.04,2023-09-01
Chhattisgarh,Bilaspur,54276.91,2023-10-01
Chhattisgarh,Bilaspur,54843.41,2023-11-01
Chhattisgarh,Bilaspur,55246.53,2023-12-01
Chhattisgarh,Bilaspur,55099.68,2024-01-01
Chhattisgarh,Bilaspur,55833.75,2024-02-01
Chhattisgarh,Bilaspur,56065.14,2024-03-01
Chhattisgarh,Bilaspur,56913.67,2024-04-01
Chhattisgarh,Bilaspur,56611.76,2024-05-01
Chhattisgarh,Bilaspur,57526.24,2024-06-01
Chhattisgarh,Bilaspur,57843.76,2024-07-01
Chhattisgarh,Bilaspur,57812.62,2024-08-01
Chhattisgarh,Bilaspur,58661.31,2024-09-01
Chhattisgarh,Bilaspur,57705.37,2024-10-01
Chhattisgarh,Bilaspur,58844.93,2024-11-01
Chhattisgarh,Bilaspur,57976.21,2024-12-01
Chhattisgarh,Bilaspur,59055.92,2025-01-01
Chhattisgarh,Bilaspur,58928.49,2025-02-01
Chhattisgarh,Bilaspur,60088.34,2025-03-01
Chhattisgarh,Bilaspur,61219.58,2025-04-01
Chhattisgarh,Bilaspur,60728.47,2025-05-01
Chhattisgarh,Bilaspur,62359.43,2025-06-01
Chhattisgarh,Bilaspur,62498.01,2025-07-01
Chhattisgarh,Bilaspur,62645.75,2025-08-01
Chhattisgarh,Bilaspur,61667.83,2025-09-01
Chhattisgarh,Bilaspur,62529.84,2025-10-01
Chhattisgarh,Bilaspur,62947.45,2025-11-01
Chhattisgarh,Bilaspur,63153.08,2025-12-01
Chhattisgarh,Bilaspur,62673.06,2026-01-01
Chhattisgarh,Bilaspur,64122.05,2026-02-01
Chhattisgarh,Durg,57293.74,2023-01-01
Chhattisgarh,Durg,57430.04,2023-02-01
Chhattisgarh,Durg,58510.12,2023-03-01
Chhattisgarh,Durg,57382.59,2023-04-01
Chhattisgarh,Durg,58220.8,2023-05-01
Chhattisgarh,Durg,58644.87,2023-06-01
Chhattisgarh,Durg,58533.69,2023-07-01
Chhattisgarh,Durg,59854.45,2023-08-01
Chhattisgarh,Durg,60445.25,2023-09-01
Chhattisgarh,Durg,60745.02,2023-10-01
Chhattisgarh,Durg,62568.43,2023-11-01
Chhattisgarh,Durg,61680.67,2023-12-01
Chhattisgarh,Durg,63014.51,2024-01-01
Chhattisgarh,Durg,63226.65,2024-02-01
Chhattisgarh,Durg,63085.42,2024-03-01
Chhattisgarh,Durg,62303.0,2024-04-01
Chhattisgarh,Durg,63353.67,2024-05-01
Chhattisgarh,Durg,64063.52,2024-06-01
Chhattisgarh,Durg,63776.62,2024-07-01
Chhattisgarh,Durg,64562.86,2024-08-01
Chhattisgarh,Durg,66092.9,2024-09-01
Chhattisgarh,Durg,66068.51,2024-10-01
Chhattisgarh,Durg,68000.75,2024-11-01
Chhattisgarh,Durg,67533.59,2024-12-01
Chhattisgarh,Durg,66953.39,2025-01-01
Chhattisgarh,Durg,67332.38,2025-02-01
Chhattisgarh,Durg,67405.13,2025-03-01
Chhattisgarh,Durg,67964.77,2025-04-01
Chhattisgarh,Durg,67661.89,2025-05-01
Chhattisgarh,Durg,69085.28,2025-06-01
Chhattisgarh,Durg,70116.52,2025-07-01
Chhattisgarh,Durg,69720.12,2025-08-01
Chhattisgarh,Durg,70996.39,2025-09-01
Chhattisgarh,Durg,71594.13,2025-10-01
Chhattisgarh,Durg,73187.88,2025-11-01
Chhattisgarh,Durg,74055.02,2025-12-01
Chhattisgarh,Durg,73178.86,2026-01-01
Chhattisgarh,Durg,72833.95,2026-02-01
Chhattisgarh,Raigarh,58160.96,2023-01-01
Chhattisgarh,Raigarh,58024.0,2023-02-01
Chhattisgarh,Raigarh,58974.86,2023-03-01
Chhattisgarh,Raigarh,58610.25,2023-04-01
Chhattisgarh,Raigarh,59847.06,2023-05-01
Chhattisgarh,Raigarh,59669.27,2023-06-01
Chhattisgarh,Raigarh,62120.67,2023-07-01
Chhattisgarh,Raigarh,62415.44,2023-08-01
Chhattisgarh,Raigarh,61007.85,2023-09-01
Chhattisgarh,Raigarh,60859.46,2023-10-01
Chhattisgarh,Raigarh,61585.58,2023-11-01
Chhattisgarh,Raigarh,61304.19,2023-12-01
Chhattisgarh,Raigarh,61230.01,2024-01-01
Chhattisgarh,Raigarh,63508.72,2024-02-01
Chhattisgarh,Raigarh,63733.32,2024-03-01
Chhattisgarh,Raigarh,64109.24,2024-04-01
Chhattisgarh,Raigarh,64549.32,2024-05-01
Chhattisgarh,Raigarh,65798.16,2024-06-01
Chhattisgarh,Raigarh,64697.75,2024-07-01
Chhattisgarh,Raigarh,66226.1,2024-08-01
Chhattisgarh,Raigarh,65725.86,2024-09-01
Chhattisgarh,Raigarh,64938.27,2024-10-01
Chhattisgarh,Raigarh,65753.92,2024-11-01
Chhattisgarh,Raigarh,65338.21,2024-12-01
Chhattisgarh,Raigarh,66820.17,2025-01-01
Chhattisgarh,Raigarh,66168.95,2025-02-01
Chhattisgarh,Raigarh,66467.1,2025-03-01
Chhattisgarh,Raigarh,67731.59,2025-04-01
Chhattisgarh,Raigarh,68304.81,2025-05-01
Chhattisgarh,Raigarh,69988.38,2025-06-01
Chhattisgarh,Raigarh,69241.87,2025-07-01
Chhattisgarh,Raigarh,70040.63,2025-08-01
Chhattisgarh,Raigarh,70127.16,2025-09-01
Chhattisgarh,Raigarh,68890.27,2025-10-01
Chhattisgarh,Raigarh,70604.36,2025-11-01
Chhattisgarh,Raigarh,69250.84,2025-12-01
Chhattisgarh,Raigarh,70600.9,2026-01-01
Chhattisgarh,Raigarh,71541.17,2026-02-01
Chhattisgarh,Raipur,76182.19,2023-01-01
Chhattisgarh,Raipur,77189.33,2023-02-01
Chhattisgarh,Raipur,76098.03,2023-03-01
Chhattisgarh,Raipur,77115.14,2023-04-01
Chhattisgarh,Raipur,77715.33,2023-05-01
Chhattisgarh,Raipur,78601.2,2023-06-01
Chhattisgarh,Raipur,78583.02,2023-07-01
Chhattisgarh,Raipur,79344.31,2023-08-01
Chhattisgarh,Raipur,80075.66,2023-09-01
Chhattisgarh,Raipur,81732.94,2023-10-01
Chhattisgarh,Raipur,81523.44,2023-11-01
Chhattisgarh,Raipur,82524.42,2023-12-01
Chhattisgarh,Raipur,82948.72,2024-01-01
Chhattisgarh,Raipur,82176.1,2024-02-01
Chhattisgarh,Raipur,82648.22,2024-03-01
Chhattisgarh,Raipur,82728.44,2024-04-01
Chhattisgarh,Raipur,82910.6,2024-05-01
Chhattisgarh,Raipur,84927.6,2024-06-01
Chhattisgarh,Raipur,85697.67,2024-07-01
Chhattisgarh,Raipur,84826.44,2024-08-01
Chhattisgarh,Raipur,87029.83,2024-09-01
Chhattisgarh,Raipur,87926.84,2024-10-01
Chhattisgarh,Raipur,89418.1,2024-11-01
Chhattisgarh,Raipur,88800.35,2024-12-01
Chhattisgarh,Raipur,89988.52,2025-01-01
Chhattisgarh,Raipur,88867.73,2025-02-01
Chhattisgarh,Raipur,89258.36,2025-03-01
Chhattisgarh,Raipur,90571.77,2025-04-01
Chhattisgarh,Raipur,89450.19,2025-05-01
Chhattisgarh,Raipur,90816.29,2025-06-01
Chhattisgarh,Raipur,92311.14,2025-07-01
Chhattisgarh,Raipur,92888.05,2025-08-01
Chhattisgarh,Raipur,92676.08,2025-09-01
Chhattisgarh,Raipur,94879.29,2025-10-01
Chhattisgarh,Raipur,96097.64,2025-11-01
Chhattisgarh,Raipur,97002.33,2025-12-01
Chhattisgarh,Raipur,95903.32,2026-01-01
Chhattisgarh,Raipur,96385.86,2026-02-01
Chhattisgarh,Surguja,28138.7,2023-01-01
Chhattisgarh,Surguja,27851.62,2023-02-01
Chhattisgarh,Surguja,28722.91,2023-03-01
Chhattisgarh,Surguja,28428.37,2023-04-01
Chhattisgarh,Surguja,29432.47,2023-05-01
Chhattisgarh,Surguja,28748.35,2023-06-01
Chhattisgarh,Surguja,29122.66,2023-07-01
Chhattisgarh,Surguja,29649.7,2023-08-01
Chhattisgarh,Surguja,29143.77,2023-09-01
Chhattisgarh,Surguja,29222.53,2023-10-01
Chhattisgarh,Surguja,29564.43,2023-11-01
Chhattisgarh,Surguja,30165.23,2023-12-01
Chhattisgarh,Surguja,29389.11,2024-01-01
Chhattisgarh,Surguja,29413.57,2024-02-01
Chhattisgarh,Surguja,30038.11,2024-03-01
Chhattisgarh,Surguja,30357.36,2024-04-01
Chhattisgarh,Surguja,31105.76,2024-05-01
Chhattisgarh,Surguja,31391.21,2024-06-01
Chhattisgarh,Surguja,30923.09,2024-07-01
Chhattisgarh,Surguja,31465.63,2024-08-01
Chhattisgarh,Surguja,31092.46,2024-09-01
Chhattisgarh,Surguja,31505.9,2024-10-01
Chhattisgarh,Surguja,31496.37,2024-11-01
Chhattisgarh,Surguja,31084.66,2024-12-01
Chhattisgarh,Surguja,32000.83,2025-01-01
Chhattisgarh,Surguja,31724.03,2025-02-01
Chhattisgarh,Surguja,31909.22,2025-03-01
Chhattisgarh,Surguja,32376.15,2025-04-01
Chhattisgarh,Surguja,32712.79,2025-05-01
Chhattisgarh,Surguja,32759.53,2025-06-01
Chhattisgarh,Surguja,33505.39,2025-07-01
Chhattisgarh,Surguja,33072.06,2025-08-01
Chhattisgarh,Surguja,33043.76,2025-09-01
Chhattisgarh,Surguja,33728.19,2025-10-01
Chhattisgarh,Surguja,33588.15,2025-11-01
Chhattisgarh,Surguja,33782.4,2025-12-01
Chhattisgarh,Surguja,34254.56,2026-01-01
Chhattisgarh,Surguja,33700.43,2026-02-01
Gujarat,Amreli,67012.83,2023-01-01
Gujarat,Amreli,67368.66,2023-02-01
Gujarat,Amreli,67783.79,2023-03-01
Gujarat,Amreli,68094.04,2023-04-01
Gujarat,Amreli,68502.84,2023-05-01
Gujarat,Amreli,69099.46,2023-06-01
Gujarat,Amreli,69931.34,2023-07-01
Gujarat,Amreli,70248.75,2023-08-01
Gujarat,Amreli,70944.61,2023-09-01
Gujarat,Amreli,70577.21,2023-10-01
Gujarat,Amreli,71111.57,2023-11-01
Gujarat,Amreli,70546.39,2023-12-01
Gujarat,Amreli,71023.77,2024-01-01
Gujarat,Amreli,70664.7,2024-02-01
Gujarat,Amreli,71172.05,2024-03-01
Gujarat,Amreli,71579.62,2024-04-01
Gujarat,Amreli,72034.12,2024-05-01
Gujarat,Amreli,73225.03,2024-06-01
Gujarat,Amreli,73614.13,2024-07-01
Gujarat,Amreli,74358.87,2024-08-01
Gujarat,Amreli,74753.63,2024-09-01
Gujarat,Amreli,74503.8,2024-10-01
Gujarat,Amreli,74227.72,2024-11-01
Gujarat,Amreli,74873.63,2024-12-01
Gujarat,Amreli,74484.76,2025-01-01
Gujarat,Amreli,74424.73,2025-02-01
Gujarat,Amreli,75065.4,2025-03-01
Gujarat,Amreli,75745.75,2025-04-01
Gujarat,Amreli,76210.32,2025-05-01
Gujarat,Amreli,77282.29,2025-06-01
Gujarat,Amreli,77942.76,2025-07-01
Gujarat,Amreli,77951.62,2025-08-01
Gujarat,Amreli,78615.02,2025-09-01
Gujarat,Amreli,78703.83,2025-10-01
Gujarat,Amreli,78372.62,2025-11-01
Gujarat,Amreli,78365.73,2025-12-01
Gujarat,Amreli,78884.68,2026-01-01
Gujarat,Amreli,78548.54,2026-02-01
Gujarat,Banaskantha,66282.18,2023-01-01
Gujarat,Banaskantha,67955.05,2023-02-01
Gujarat,Banaskantha,69047.65,2023-03-01
Gujarat,Banaskantha,68681.48,2023-04-01
Gujarat,Banaskantha,68001.62,2023-05-01
Gujarat,Banaskantha,69321.83,2023-06-01
Gujarat,Banaskantha,69056.2,2023-07-01
Gujarat,Banaskantha,68218.15,2023-08-01
Gujarat,Banaskantha,69888.68,2023-09-01
Gujarat,Banaskantha,70554.68,2023-10-01
Gujarat,Banaskantha,71167.53,2023-11-01
Gujarat,Banaskantha,70903.18,2023-12-01
Gujarat,Banaskantha,71193.95,2024-01-01
Gujarat,Banaskantha,72981.55,2024-02-01
Gujarat,Banaskantha,73118.8,2024-03-01
Gujarat,Banaskantha,74651.26,2024-04-01
Gujarat,Banaskantha,74348.09,2024-05-01
Gujarat,Banaskantha,74618.5,2024-06-01
Gujarat,Banaskantha,74580.25,2024-07-01
Gujarat,Banaskantha,75273.98,2024-08-01
Gujarat,Banaskantha,75360.34,2024-09-01
Gujarat,Banaskantha,76335.61,2024-10-01
Gujarat,Banaskantha,76347.43,2024-11-01
Gujarat,Banaskantha,77846.29,2024-12-01
Gujarat,Banaskantha,78369.37,2025-01-01
Gujarat,Banaskantha,77845.34,2025-02-01
Gujarat,Banaskantha,79879.7,2025-03-01
Gujarat,Banaskantha,79052.38,2025-04-01
Gujarat,Banaskantha,79600.12,2025-05-01
Gujarat,Banaskantha,80060.5,2025-06-01
Gujarat,Banaskantha,79767.99,2025-07-01
Gujarat,Banaskantha,80005.73,2025-08-01
Gujarat,Banaskantha,79941.43,2025-09-01
Gujarat,Banaskantha,81545.0,2025-10-01
Gujarat,Banaskantha,80864.08,2025-11-01
Gujarat,Banaskantha,82536.96,2025-12-01
Gujarat,Banaskantha,84387.36,2026-01-01
Gujarat,Banaskantha,84286.86,2026-02-01
Gujarat,Bharuch,140939.45,2023-01-01
Gujarat,Bharuch,140306.37,2023-02-01
Gujarat,Bharuch,141771.04,2023-03-01
Gujarat,Bharuch,140810.66,2023-04-01
Gujarat,Bharuch,140562.69,2023-05-01
Gujarat,Bharuch,142940.15,2023-06-01
Gujarat,Bharuch,145497.94,2023-07-01
Gujarat,Bharuch,144615.86,2023-08-01
Gujarat,Bharuch,145077.82,2023-09-01
Gujarat,Bharuch,147000.55,2023-10-01
Gujarat,Bharuch,144351.92,2023-11-01
Gujarat,Bharuch,147334.55,2023-12-01
Gujarat,Bharuch,144759.76,2024-01-01
Gujarat,Bharuch,144520.36,2024-02-01
Gujarat,Bharuch,144411.19,2024-03-01
Gujarat,Bharuch,147935.05,2024-04-01
Gujarat,Bharuch,148441.78,2024-05-01
