state,district,period_start,festival,celebration_pct
Assam,Karbi Anglong,2022-04-17,Easter Day,0.0337
Assam,Karbi Anglong,2022-10-01,First Day of Durga Puja Festivities,0.5225
Assam,Karbi Anglong,2022-04-15,Good Friday,0.0355
Assam,Karbi Anglong,2022-02-15,Hazarat Ali's Birthday,0.2053
Assam,Karbi Anglong,2022-03-18,Holi,0.5225
Assam,Karbi Anglong,2022-03-17,Holika Dahana,0.4918
Assam,Karbi Anglong,2022-08-15,Independence Day,0.95
Assam,Karbi Anglong,2022-04-29,Jamat Ul-Vida,0.2909
Assam,Karbi Anglong,2022-08-19,Janmashtami,0.5225
Assam,Karbi Anglong,2022-08-18,Janmashtami (Smarta),0.5225
Assam,Karbi Anglong,2022-10-03,Maha Ashtami,0.5225
Assam,Karbi Anglong,2022-10-04,Maha Navami,0.5225
Assam,Karbi Anglong,2022-10-02,Maha Saptami,0.5225
Assam,Karbi Anglong,2022-03-01,Maha Shivaratri/Shivaratri,0.4918
Assam,Karbi Anglong,2022-10-02,Mahatma Gandhi Jayanti,0.95
Assam,Karbi Anglong,2022-01-14,Makar Sankranti,0.4918
Assam,Karbi Anglong,2022-10-09,Milad un-Nabi/Id-e-Milad,0.2909
Assam,Karbi Anglong,2022-08-08,Muharram/Ashura,0.2738
Assam,Karbi Anglong,2022-01-01,New Year's Day,0.65
Assam,Karbi Anglong,2022-08-11,Raksha Bandhan (Rakhi),0.461
Assam,Karbi Anglong,2022-04-10,Rama Navami,0.4918
Assam,Karbi Anglong,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.3251
Assam,Karbi Anglong,2022-01-26,Republic Day,0.95
Assam,Karbi Anglong,2022-02-05,Vasant Panchami,0.3688
Assam,Lakhimpur,2022-04-14,Ambedkar Jayanti,0.75
Assam,Lakhimpur,2022-07-10,Bakr Id/Eid ul-Adha,0.3251
Assam,Lakhimpur,2022-10-26,Bhai Duj,0.461
Assam,Lakhimpur,2022-05-09,Birthday of Ravindranath,0.6
Assam,Lakhimpur,2022-05-16,Buddha Purnima/Vesak,0.0569
Assam,Lakhimpur,2022-12-25,Christmas,0.0355
Assam,Lakhimpur,2022-12-24,Christmas Eve,0.0337
Assam,Lakhimpur,2022-10-24,Diwali/Deepavali,0.5532
Assam,Lakhimpur,2022-03-18,Dolyatra,0.5225
Assam,Lakhimpur,2022-10-05,Dussehra,0.5225
Assam,Lakhimpur,2022-04-17,Easter Day,0.0337
Assam,Lakhimpur,2022-10-01,First Day of Durga Puja Festivities,0.5225
Assam,Lakhimpur,2022-04-15,Good Friday,0.0355
Assam,Lakhimpur,2022-02-15,Hazarat Ali's Birthday,0.2053
Assam,Lakhimpur,2022-03-18,Holi,0.5225
Assam,Lakhimpur,2022-03-17,Holika Dahana,0.4918
Assam,Lakhimpur,2022-08-15,Independence Day,0.95
Assam,Lakhimpur,2022-04-29,Jamat Ul-Vida,0.2909
Assam,Lakhimpur,2022-08-19,Janmashtami,0.5225
Assam,Lakhimpur,2022-08-18,Janmashtami (Smarta),0.5225
Assam,Lakhimpur,2022-10-03,Maha Ashtami,0.5225
Assam,Lakhimpur,2022-10-04,Maha Navami,0.5225
Assam,Lakhimpur,2022-10-02,Maha Saptami,0.5225
Assam,Lakhimpur,2022-03-01,Maha Shivaratri/Shivaratri,0.4918
Assam,Lakhimpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Assam,Lakhimpur,2022-01-14,Makar Sankranti,0.4918
Assam,Lakhimpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.2909
Assam,Lakhimpur,2022-08-08,Muharram/Ashura,0.2738
Assam,Lakhimpur,2022-01-01,New Year's Day,0.65
Assam,Lakhimpur,2022-08-11,Raksha Bandhan (Rakhi),0.461
Assam,Lakhimpur,2022-04-10,Rama Navami,0.4918
Assam,Lakhimpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.3251
Assam,Lakhimpur,2022-01-26,Republic Day,0.95
Assam,Lakhimpur,2022-02-05,Vasant Panchami,0.3688
Bihar,Bhagalpur,2022-04-14,Ambedkar Jayanti,0.75
Bihar,Bhagalpur,2022-07-10,Bakr Id/Eid ul-Adha,0.1603
Bihar,Bhagalpur,2022-10-26,Bhai Duj,0.6202
Bihar,Bhagalpur,2022-05-16,Buddha Purnima/Vesak,0.0746
Bihar,Bhagalpur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7442
Bihar,Bhagalpur,2022-10-24,Diwali/Deepavali,0.7442
Bihar,Bhagalpur,2022-10-05,Dussehra,0.7029
Bihar,Bhagalpur,2022-10-01,First Day of Durga Puja Festivities,0.7029
Bihar,Bhagalpur,2022-10-25,Govardhan Puja,0.6615
Bihar,Bhagalpur,2022-02-15,Hazarat Ali's Birthday,0.1012
Bihar,Bhagalpur,2022-03-18,Holi,0.7029
Bihar,Bhagalpur,2022-03-17,Holika Dahana,0.6615
Bihar,Bhagalpur,2022-08-15,Independence Day,0.95
Bihar,Bhagalpur,2022-04-29,Jamat Ul-Vida,0.1434
Bihar,Bhagalpur,2022-08-19,Janmashtami,0.7029
Bihar,Bhagalpur,2022-08-18,Janmashtami (Smarta),0.7029
Bihar,Bhagalpur,2022-10-03,Maha Ashtami,0.7029
Bihar,Bhagalpur,2022-10-04,Maha Navami,0.7029
Bihar,Bhagalpur,2022-10-02,Maha Saptami,0.7029
Bihar,Bhagalpur,2022-03-01,Maha Shivaratri/Shivaratri,0.6615
Bihar,Bhagalpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Bihar,Bhagalpur,2022-01-14,Makar Sankranti,0.6615
Bihar,Bhagalpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1434
Bihar,Bhagalpur,2022-08-08,Muharram/Ashura,0.135
Bihar,Bhagalpur,2022-01-01,New Year's Day,0.65
Bihar,Bhagalpur,2022-08-11,Raksha Bandhan (Rakhi),0.6202
Bihar,Bhagalpur,2022-04-10,Rama Navami,0.6615
Bihar,Bhagalpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1603
Bihar,Bhagalpur,2022-01-26,Republic Day,0.95
Bihar,Bhagalpur,2022-02-05,Vasant Panchami,0.4961
Bihar,Darbhanga,2022-04-14,Ambedkar Jayanti,0.75
Bihar,Darbhanga,2022-07-10,Bakr Id/Eid ul-Adha,0.1603
Bihar,Darbhanga,2022-10-26,Bhai Duj,0.6202
Bihar,Darbhanga,2022-05-16,Buddha Purnima/Vesak,0.0746
Bihar,Darbhanga,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7442
Bihar,Darbhanga,2022-10-24,Diwali/Deepavali,0.7442
Bihar,Darbhanga,2022-10-05,Dussehra,0.7029
Bihar,Darbhanga,2022-10-01,First Day of Durga Puja Festivities,0.7029
Bihar,Darbhanga,2022-10-25,Govardhan Puja,0.6615
Bihar,Darbhanga,2022-02-15,Hazarat Ali's Birthday,0.1012
Bihar,Darbhanga,2022-03-18,Holi,0.7029
Bihar,Darbhanga,2022-03-17,Holika Dahana,0.6615
Bihar,Darbhanga,2022-08-15,Independence Day,0.95
Bihar,Darbhanga,2022-04-29,Jamat Ul-Vida,0.1434
Bihar,Darbhanga,2022-08-19,Janmashtami,0.7029
Bihar,Darbhanga,2022-08-18,Janmashtami (Smarta),0.7029
Bihar,Darbhanga,2022-10-03,Maha Ashtami,0.7029
Bihar,Darbhanga,2022-10-04,Maha Navami,0.7029
Bihar,Darbhanga,2022-10-02,Maha Saptami,0.7029
Bihar,Darbhanga,2022-03-01,Maha Shivaratri/Shivaratri,0.6615
Bihar,Darbhanga,2022-10-02,Mahatma Gandhi Jayanti,0.95
Bihar,Darbhanga,2022-01-14,Makar Sankranti,0.6615
Bihar,Darbhanga,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1434
Bihar,Darbhanga,2022-08-08,Muharram/Ashura,0.135
Bihar,Darbhanga,2022-01-01,New Year's Day,0.65
Bihar,Darbhanga,2022-08-11,Raksha Bandhan (Rakhi),0.6202
Bihar,Darbhanga,2022-04-10,Rama Navami,0.6615
Bihar,Darbhanga,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1603
Bihar,Darbhanga,2022-01-26,Republic Day,0.95
Bihar,Darbhanga,2022-02-05,Vasant Panchami,0.4961
Bihar,Gaya,2022-04-14,Ambedkar Jayanti,0.75
Bihar,Gaya,2022-07-10,Bakr Id/Eid ul-Adha,0.1603
Bihar,Gaya,2022-10-26,Bhai Duj,0.6202
Bihar,Gaya,2022-05-16,Buddha Purnima/Vesak,0.0746
Bihar,Gaya,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7442
Bihar,Gaya,2022-10-24,Diwali/Deepavali,0.7442
Bihar,Gaya,2022-10-05,Dussehra,0.7029
Bihar,Gaya,2022-10-01,First Day of Durga Puja Festivities,0.7029
Bihar,Gaya,2022-10-25,Govardhan Puja,0.6615
Bihar,Gaya,2022-02-15,Hazarat Ali's Birthday,0.1012
Bihar,Gaya,2022-03-18,Holi,0.7029
Bihar,Gaya,2022-03-17,Holika Dahana,0.6615
Bihar,Gaya,2022-08-15,Independence Day,0.95
Bihar,Gaya,2022-04-29,Jamat Ul-Vida,0.1434
Bihar,Gaya,2022-08-19,Janmashtami,0.7029
Bihar,Gaya,2022-08-18,Janmashtami (Smarta),0.7029
Bihar,Gaya,2022-10-03,Maha Ashtami,0.7029
Bihar,Gaya,2022-10-04,Maha Navami,0.7029
Bihar,Gaya,2022-10-02,Maha Saptami,0.7029
Bihar,Gaya,2022-03-01,Maha Shivaratri/Shivaratri,0.6615
Bihar,Gaya,2022-10-02,Mahatma Gandhi Jayanti,0.95
Bihar,Gaya,2022-01-14,Makar Sankranti,0.6615
Bihar,Gaya,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1434
Bihar,Gaya,2022-08-08,Muharram/Ashura,0.135
Bihar,Gaya,2022-01-01,New Year's Day,0.65
Bihar,Gaya,2022-08-11,Raksha Bandhan (Rakhi),0.6202
Bihar,Gaya,2022-04-10,Rama Navami,0.6615
Bihar,Gaya,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1603
Bihar,Gaya,2022-01-26,Republic Day,0.95
Bihar,Gaya,2022-02-05,Vasant Panchami,0.4961
Bihar,Muzaffarpur,2022-04-14,Ambedkar Jayanti,0.75
Bihar,Muzaffarpur,2022-07-10,Bakr Id/Eid ul-Adha,0.1603
Bihar,Muzaffarpur,2022-10-26,Bhai Duj,0.6202
Bihar,Muzaffarpur,2022-05-16,Buddha Purnima/Vesak,0.0746
Bihar,Muzaffarpur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7442
Bihar,Muzaffarpur,2022-10-24,Diwali/Deepavali,0.7442
Bihar,Muzaffarpur,2022-10-05,Dussehra,0.7029
Bihar,Muzaffarpur,2022-10-01,First Day of Durga Puja Festivities,0.7029
Bihar,Muzaffarpur,2022-10-25,Govardhan Puja,0.6615
Bihar,Muzaffarpur,2022-02-15,Hazarat Ali's Birthday,0.1012
Bihar,Muzaffarpur,2022-03-18,Holi,0.7029
Bihar,Muzaffarpur,2022-03-17,Holika Dahana,0.6615
Bihar,Muzaffarpur,2022-08-15,Independence Day,0.95
Bihar,Muzaffarpur,2022-04-29,Jamat Ul-Vida,0.1434
Bihar,Muzaffarpur,2022-08-19,Janmashtami,0.7029
Bihar,Muzaffarpur,2022-08-18,Janmashtami (Smarta),0.7029
Bihar,Muzaffarpur,2022-10-03,Maha Ashtami,0.7029
Bihar,Muzaffarpur,2022-10-04,Maha Navami,0.7029
Bihar,Muzaffarpur,2022-10-02,Maha Saptami,0.7029
Bihar,Muzaffarpur,2022-03-01,Maha Shivaratri/Shivaratri,0.6615
Bihar,Muzaffarpur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Bihar,Muzaffarpur,2022-01-14,Makar Sankranti,0.6615
Bihar,Muzaffarpur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1434
Bihar,Muzaffarpur,2022-08-08,Muharram/Ashura,0.135
Bihar,Muzaffarpur,2022-01-01,New Year's Day,0.65
Bihar,Muzaffarpur,2022-08-11,Raksha Bandhan (Rakhi),0.6202
Bihar,Muzaffarpur,2022-04-10,Rama Navami,0.6615
Bihar,Muzaffarpur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1603
Bihar,Muzaffarpur,2022-01-26,Republic Day,0.95
Bihar,Muzaffarpur,2022-02-05,Vasant Panchami,0.4961
Bihar,Patna,2022-04-14,Ambedkar Jayanti,0.75
Bihar,Patna,2022-07-10,Bakr Id/Eid ul-Adha,0.1603
Bihar,Patna,2022-10-26,Bhai Duj,0.6202
Bihar,Patna,2022-05-16,Buddha Purnima/Vesak,0.0746
Bihar,Patna,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7442
Bihar,Patna,2022-10-24,Diwali/Deepavali,0.7442
Bihar,Patna,2022-10-05,Dussehra,0.7029
Bihar,Patna,2022-10-01,First Day of Durga Puja Festivities,0.7029
Bihar,Patna,2022-10-25,Govardhan Puja,0.6615
Bihar,Patna,2022-02-15,Hazarat Ali's Birthday,0.1012
Bihar,Patna,2022-03-18,Holi,0.7029
Bihar,Patna,2022-03-17,Holika Dahana,0.6615
Bihar,Patna,2022-08-15,Independence Day,0.95
Bihar,Patna,2022-04-29,Jamat Ul-Vida,0.1434
Bihar,Patna,2022-08-19,Janmashtami,0.7029
Bihar,Patna,2022-08-18,Janmashtami (Smarta),0.7029
Bihar,Patna,2022-10-03,Maha Ashtami,0.7029
Bihar,Patna,2022-10-04,Maha Navami,0.7029
Bihar,Patna,2022-10-02,Maha Saptami,0.7029
Bihar,Patna,2022-03-01,Maha Shivaratri/Shivaratri,0.6615
Bihar,Patna,2022-10-02,Mahatma Gandhi Jayanti,0.95
Bihar,Patna,2022-01-14,Makar Sankranti,0.6615
Bihar,Patna,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1434
Bihar,Patna,2022-08-08,Muharram/Ashura,0.135
Bihar,Patna,2022-01-01,New Year's Day,0.65
Bihar,Patna,2022-08-11,Raksha Bandhan (Rakhi),0.6202
Bihar,Patna,2022-04-10,Rama Navami,0.6615
Bihar,Patna,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1603
Bihar,Patna,2022-01-26,Republic Day,0.95
Bihar,Patna,2022-02-05,Vasant Panchami,0.4961
Bihar,Saharsa,2022-04-14,Ambedkar Jayanti,0.75
Bihar,Saharsa,2022-07-10,Bakr Id/Eid ul-Adha,0.1603
Bihar,Saharsa,2022-10-26,Bhai Duj,0.6202
Bihar,Saharsa,2022-05-16,Buddha Purnima/Vesak,0.0746
Bihar,Saharsa,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7442
Bihar,Saharsa,2022-10-24,Diwali/Deepavali,0.7442
Bihar,Saharsa,2022-10-05,Dussehra,0.7029
Bihar,Saharsa,2022-10-01,First Day of Durga Puja Festivities,0.7029
Bihar,Saharsa,2022-10-25,Govardhan Puja,0.6615
Bihar,Saharsa,2022-02-15,Hazarat Ali's Birthday,0.1012
Bihar,Saharsa,2022-03-18,Holi,0.7029
Bihar,Saharsa,2022-03-17,Holika Dahana,0.6615
Bihar,Saharsa,2022-08-15,Independence Day,0.95
Bihar,Saharsa,2022-04-29,Jamat Ul-Vida,0.1434
Bihar,Saharsa,2022-08-19,Janmashtami,0.7029
Bihar,Saharsa,2022-08-18,Janmashtami (Smarta),0.7029
Bihar,Saharsa,2022-10-03,Maha Ashtami,0.7029
Bihar,Saharsa,2022-10-04,Maha Navami,0.7029
Bihar,Saharsa,2022-10-02,Maha Saptami,0.7029
Bihar,Saharsa,2022-03-01,Maha Shivaratri/Shivaratri,0.6615
Bihar,Saharsa,2022-10-02,Mahatma Gandhi Jayanti,0.95
Bihar,Saharsa,2022-01-14,Makar Sankranti,0.6615
Bihar,Saharsa,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1434
Bihar,Saharsa,2022-08-08,Muharram/Ashura,0.135
Bihar,Saharsa,2022-01-01,New Year's Day,0.65
Bihar,Saharsa,2022-08-11,Raksha Bandhan (Rakhi),0.6202
Bihar,Saharsa,2022-04-10,Rama Navami,0.6615
Bihar,Saharsa,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1603
Bihar,Saharsa,2022-01-26,Republic Day,0.95
Bihar,Saharsa,2022-02-05,Vasant Panchami,0.4961
Bihar,Saran,2022-04-14,Ambedkar Jayanti,0.75
Bihar,Saran,2022-07-10,Bakr Id/Eid ul-Adha,0.1603
Bihar,Saran,2022-10-26,Bhai Duj,0.6202
Bihar,Saran,2022-05-16,Buddha Purnima/Vesak,0.0746
Bihar,Saran,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.7442
Bihar,Saran,2022-10-24,Diwali/Deepavali,0.7442
Bihar,Saran,2022-10-05,Dussehra,0.7029
Bihar,Saran,2022-10-01,First Day of Durga Puja Festivities,0.7029
Bihar,Saran,2022-10-25,Govardhan Puja,0.6615
Bihar,Saran,2022-02-15,Hazarat Ali's Birthday,0.1012
Bihar,Saran,2022-03-18,Holi,0.7029
Bihar,Saran,2022-03-17,Holika Dahana,0.6615
Bihar,Saran,2022-08-15,Independence Day,0.95
Bihar,Saran,2022-04-29,Jamat Ul-Vida,0.1434
Bihar,Saran,2022-08-19,Janmashtami,0.7029
Bihar,Saran,2022-08-18,Janmashtami (Smarta),0.7029
Bihar,Saran,2022-10-03,Maha Ashtami,0.7029
Bihar,Saran,2022-10-04,Maha Navami,0.7029
Bihar,Saran,2022-10-02,Maha Saptami,0.7029
Bihar,Saran,2022-03-01,Maha Shivaratri/Shivaratri,0.6615
Bihar,Saran,2022-10-02,Mahatma Gandhi Jayanti,0.95
Bihar,Saran,2022-01-14,Makar Sankranti,0.6615
Bihar,Saran,2022-10-09,Milad un-Nabi/Id-e-Milad,0.1434
Bihar,Saran,2022-08-08,Muharram/Ashura,0.135
Bihar,Saran,2022-01-01,New Year's Day,0.65
Bihar,Saran,2022-08-11,Raksha Bandhan (Rakhi),0.6202
Bihar,Saran,2022-04-10,Rama Navami,0.6615
Bihar,Saran,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.1603
Bihar,Saran,2022-01-26,Republic Day,0.95
Bihar,Saran,2022-02-05,Vasant Panchami,0.4961
Chhattisgarh,Bastar,2022-04-14,Ambedkar Jayanti,0.75
Chhattisgarh,Bastar,2022-07-10,Bakr Id/Eid ul-Adha,0.0192
Chhattisgarh,Bastar,2022-10-26,Bhai Duj,0.6994
Chhattisgarh,Bastar,2022-05-16,Buddha Purnima/Vesak,0.0864
Chhattisgarh,Bastar,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.8393
Chhattisgarh,Bastar,2022-12-25,Christmas,0.0182
Chhattisgarh,Bastar,2022-12-24,Christmas Eve,0.0173
Chhattisgarh,Bastar,2022-10-24,Diwali/Deepavali,0.8393
Chhattisgarh,Bastar,2022-10-05,Dussehra,0.7926
Chhattisgarh,Bastar,2022-04-17,Easter Day,0.0173
Chhattisgarh,Bastar,2022-04-15,Good Friday,0.0182
Chhattisgarh,Bastar,2022-02-15,Hazarat Ali's Birthday,0.0121
Chhattisgarh,Bastar,2022-03-18,Holi,0.7926
Chhattisgarh,Bastar,2022-03-17,Holika Dahana,0.746
Chhattisgarh,Bastar,2022-08-15,Independence Day,0.95
Chhattisgarh,Bastar,2022-04-29,Jamat Ul-Vida,0.0172
Chhattisgarh,Bastar,2022-08-19,Janmashtami,0.7926
Chhattisgarh,Bastar,2022-08-18,Janmashtami (Smarta),0.7926
Chhattisgarh,Bastar,2022-03-01,Maha Shivaratri/Shivaratri,0.746
Chhattisgarh,Bastar,2022-10-02,Mahatma Gandhi Jayanti,0.95
Chhattisgarh,Bastar,2022-01-14,Makar Sankranti,0.746
Chhattisgarh,Bastar,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0172
Chhattisgarh,Bastar,2022-08-08,Muharram/Ashura,0.0162
Chhattisgarh,Bastar,2022-01-01,New Year's Day,0.65
Chhattisgarh,Bastar,2022-08-11,Raksha Bandhan (Rakhi),0.6994
Chhattisgarh,Bastar,2022-04-10,Rama Navami,0.746
Chhattisgarh,Bastar,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0192
Chhattisgarh,Bastar,2022-01-26,Republic Day,0.95
Chhattisgarh,Bilaspur,2022-04-14,Ambedkar Jayanti,0.75
Chhattisgarh,Bilaspur,2022-07-10,Bakr Id/Eid ul-Adha,0.0192
Chhattisgarh,Bilaspur,2022-10-26,Bhai Duj,0.6994
Chhattisgarh,Bilaspur,2022-05-16,Buddha Purnima/Vesak,0.0864
Chhattisgarh,Bilaspur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.8393
Chhattisgarh,Bilaspur,2022-12-25,Christmas,0.0182
Chhattisgarh,Bilaspur,2022-12-24,Christmas Eve,0.0173
Chhattisgarh,Bilaspur,2022-10-24,Diwali/Deepavali,0.8393
Chhattisgarh,Bilaspur,2022-10-05,Dussehra,0.7926
Chhattisgarh,Bilaspur,2022-04-17,Easter Day,0.0173
Chhattisgarh,Bilaspur,2022-04-15,Good Friday,0.0182
Chhattisgarh,Bilaspur,2022-02-15,Hazarat Ali's Birthday,0.0121
Chhattisgarh,Bilaspur,2022-03-18,Holi,0.7926
Chhattisgarh,Bilaspur,2022-03-17,Holika Dahana,0.746
Chhattisgarh,Bilaspur,2022-08-15,Independence Day,0.95
Chhattisgarh,Bilaspur,2022-04-29,Jamat Ul-Vida,0.0172
Chhattisgarh,Bilaspur,2022-08-19,Janmashtami,0.7926
Chhattisgarh,Bilaspur,2022-08-18,Janmashtami (Smarta),0.7926
Chhattisgarh,Bilaspur,2022-03-01,Maha Shivaratri/Shivaratri,0.746
Chhattisgarh,Bilaspur,2022-10-02,Mahatma Gandhi Jayanti,0.95
Chhattisgarh,Bilaspur,2022-01-14,Makar Sankranti,0.746
Chhattisgarh,Bilaspur,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0172
Chhattisgarh,Bilaspur,2022-08-08,Muharram/Ashura,0.0162
Chhattisgarh,Bilaspur,2022-01-01,New Year's Day,0.65
Chhattisgarh,Bilaspur,2022-08-11,Raksha Bandhan (Rakhi),0.6994
Chhattisgarh,Bilaspur,2022-04-10,Rama Navami,0.746
Chhattisgarh,Bilaspur,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0192
Chhattisgarh,Bilaspur,2022-01-26,Republic Day,0.95
Chhattisgarh,Durg,2022-04-14,Ambedkar Jayanti,0.75
Chhattisgarh,Durg,2022-07-10,Bakr Id/Eid ul-Adha,0.0192
Chhattisgarh,Durg,2022-10-26,Bhai Duj,0.6994
Chhattisgarh,Durg,2022-05-16,Buddha Purnima/Vesak,0.0864
Chhattisgarh,Durg,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.8393
Chhattisgarh,Durg,2022-12-25,Christmas,0.0182
Chhattisgarh,Durg,2022-12-24,Christmas Eve,0.0173
Chhattisgarh,Durg,2022-10-24,Diwali/Deepavali,0.8393
Chhattisgarh,Durg,2022-10-05,Dussehra,0.7926
Chhattisgarh,Durg,2022-04-17,Easter Day,0.0173
Chhattisgarh,Durg,2022-04-15,Good Friday,0.0182
Chhattisgarh,Durg,2022-02-15,Hazarat Ali's Birthday,0.0121
Chhattisgarh,Durg,2022-03-18,Holi,0.7926
Chhattisgarh,Durg,2022-03-17,Holika Dahana,0.746
Chhattisgarh,Durg,2022-08-15,Independence Day,0.95
Chhattisgarh,Durg,2022-04-29,Jamat Ul-Vida,0.0172
Chhattisgarh,Durg,2022-08-19,Janmashtami,0.7926
Chhattisgarh,Durg,2022-08-18,Janmashtami (Smarta),0.7926
Chhattisgarh,Durg,2022-03-01,Maha Shivaratri/Shivaratri,0.746
Chhattisgarh,Durg,2022-10-02,Mahatma Gandhi Jayanti,0.95
Chhattisgarh,Durg,2022-01-14,Makar Sankranti,0.746
Chhattisgarh,Durg,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0172
Chhattisgarh,Durg,2022-08-08,Muharram/Ashura,0.0162
Chhattisgarh,Durg,2022-01-01,New Year's Day,0.65
Chhattisgarh,Durg,2022-08-11,Raksha Bandhan (Rakhi),0.6994
Chhattisgarh,Durg,2022-04-10,Rama Navami,0.746
Chhattisgarh,Durg,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0192
Chhattisgarh,Durg,2022-01-26,Republic Day,0.95
Chhattisgarh,Raigarh,2022-04-14,Ambedkar Jayanti,0.75
Chhattisgarh,Raigarh,2022-07-10,Bakr Id/Eid ul-Adha,0.0192
Chhattisgarh,Raigarh,2022-10-26,Bhai Duj,0.6994
Chhattisgarh,Raigarh,2022-05-16,Buddha Purnima/Vesak,0.0864
Chhattisgarh,Raigarh,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.8393
Chhattisgarh,Raigarh,2022-12-25,Christmas,0.0182
Chhattisgarh,Raigarh,2022-12-24,Christmas Eve,0.0173
Chhattisgarh,Raigarh,2022-10-24,Diwali/Deepavali,0.8393
Chhattisgarh,Raigarh,2022-10-05,Dussehra,0.7926
Chhattisgarh,Raigarh,2022-04-17,Easter Day,0.0173
Chhattisgarh,Raigarh,2022-04-15,Good Friday,0.0182
Chhattisgarh,Raigarh,2022-02-15,Hazarat Ali's Birthday,0.0121
Chhattisgarh,Raigarh,2022-03-18,Holi,0.7926
Chhattisgarh,Raigarh,2022-03-17,Holika Dahana,0.746
Chhattisgarh,Raigarh,2022-08-15,Independence Day,0.95
Chhattisgarh,Raigarh,2022-04-29,Jamat Ul-Vida,0.0172
Chhattisgarh,Raigarh,2022-08-19,Janmashtami,0.7926
Chhattisgarh,Raigarh,2022-08-18,Janmashtami (Smarta),0.7926
Chhattisgarh,Raigarh,2022-03-01,Maha Shivaratri/Shivaratri,0.746
Chhattisgarh,Raigarh,2022-10-02,Mahatma Gandhi Jayanti,0.95
Chhattisgarh,Raigarh,2022-01-14,Makar Sankranti,0.746
Chhattisgarh,Raigarh,2022-10-09,Milad un-Nabi/Id-e-Milad,0.0172
Chhattisgarh,Raigarh,2022-08-08,Muharram/Ashura,0.0162
Chhattisgarh,Raigarh,2022-01-01,New Year's Day,0.65
Chhattisgarh,Raigarh,2022-08-11,Raksha Bandhan (Rakhi),0.6994
Chhattisgarh,Raigarh,2022-04-10,Rama Navami,0.746
Chhattisgarh,Raigarh,2022-05-03,Ramzan Id/Eid-ul-Fitar,0.0192
Chhattisgarh,Raigarh,2022-01-26,Republic Day,0.95
Chhattisgarh,Raipur,2022-04-14,Ambedkar Jayanti,0.75
Chhattisgarh,Raipur,2022-07-10,Bakr Id/Eid ul-Adha,0.0192
Chhattisgarh,Raipur,2022-10-26,Bhai Duj,0.6994
Chhattisgarh,Raipur,2022-05-16,Buddha Purnima/Vesak,0.0864
Chhattisgarh,Raipur,2022-10-30,Chhat Puja (Pratihar Sashthi/Surya Sashthi),0.8393
Chhattisgarh,Raipur,2022-12-25,Christmas,0.0182
Chhattisgarh,Raipur,2022-12-24,Christmas Eve,0.0173
Chhattisgarh,Raipur,2022-10-24,Diwali/Deepavali,0.8393
Chhattisgarh,Raipur,2022-10-05,Dussehra,0.7926
Chhattisgarh,Raipur,2022-04-17,Easter Day,0.0173
Chhattisgarh,Raipur,2022-04-15,Good Friday,0.0182
Chhattisgarh,Raipur,2022-02-15,Hazarat Ali's Birthday,0.0121
Chhattisgarh,Raipur,2022-03-18,Holi,0.7926
Chhattisgarh,Raipur,2022-03-17,Holika Dahana,0.746
Chhattisgarh,Raipur,2022-08-15,Independence Day,0.95
Chhattisgarh,Raipur,2022-04-29,Jamat Ul-Vida,0.0172
